embryo_id,bf_f_infocus,if_zsum,Score_str,Uniformly_sampled_timepoint,cv0_split0,cv0_split1,cv0_split2,cv0_split3,cv0_split4,cv1_split0,cv1_split1,cv1_split2,cv1_split3,cv1_split4,cv2_split0,cv2_split1,cv2_split2,cv2_split3,cv2_split4,cv3_split0,cv3_split1,cv3_split2,cv3_split3,cv3_split4,cv4_split0,cv4_split1,cv4_split2,cv4_split3,cv4_split4
ds2_134,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_134.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_134.tif,abnormal,134,val,test,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,test,train,val,val,train,test,train,val
ds2_135,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_135.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_135.tif,normal,153,train,train,train,train,test,train,val,test,train,train,train,train,train,train,test,train,train,train,train,test,val,train,test,train,val
ds2_136,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_136.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_136.tif,abnormal,140,train,train,test,val,train,train,train,val,test,train,train,train,train,test,train,val,train,test,val,train,train,val,train,test,val
ds2_137,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_137.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_137.tif,normal,153,train,train,train,train,test,train,train,test,val,train,test,train,val,train,train,train,train,train,train,test,train,test,train,train,train
ds2_138,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_138.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_138.tif,abnormal,140,test,train,train,train,train,train,train,train,train,test,train,train,test,train,train,train,train,train,test,train,train,val,train,train,test
ds2_139,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_139.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_139.tif,abnormal,134,val,train,test,train,train,test,train,val,train,train,test,train,train,val,train,train,train,train,val,test,train,test,train,train,train
ds2_140,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_140.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_140.tif,abnormal,146,val,test,val,train,train,val,train,train,test,val,train,train,train,test,train,train,train,val,train,test,train,train,test,val,val
ds2_141,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_141.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_141.tif,abnormal,125,train,train,train,test,train,train,train,test,train,train,train,train,test,train,train,train,train,train,test,val,test,train,train,train,train
ds2_142,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_142.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_142.tif,abnormal,140,train,train,test,train,train,test,train,val,train,train,train,train,test,train,train,train,val,test,val,train,train,train,train,test,train
ds2_143,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_143.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_143.tif,normal,147,train,test,train,val,train,train,train,train,val,test,test,train,train,train,train,train,val,val,test,val,train,val,test,train,train
ds2_144,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_144.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_144.tif,abnormal,144,train,test,train,train,train,val,train,train,train,test,train,train,test,train,train,train,train,test,train,train,train,train,train,test,train
ds2_145,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_145.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_145.tif,normal,115,train,train,test,train,train,val,test,train,train,train,train,val,test,train,val,train,train,test,val,train,train,train,train,train,test
ds2_146,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_146.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_146.tif,abnormal,133,test,train,train,val,train,val,val,test,train,train,train,train,train,train,test,test,train,train,val,train,val,test,train,val,train
ds2_147,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_147.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_147.tif,abnormal,146,test,val,train,train,train,train,train,test,train,train,train,train,val,train,test,train,train,val,test,train,train,train,train,train,test
ds2_148,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_148.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_148.tif,abnormal,140,train,val,train,test,val,test,train,train,train,train,val,test,train,val,train,train,test,train,val,train,train,test,train,train,val
ds2_149,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_149.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_149.tif,normal,135,test,train,train,train,val,train,train,test,train,train,val,test,train,train,train,test,train,train,val,train,train,train,val,test,train
ds2_150,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_150.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_150.tif,normal,145,train,train,train,test,val,train,train,train,train,test,val,test,train,train,train,val,test,train,train,train,train,val,train,train,test
ds2_151,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_151.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_151.tif,abnormal,144,train,test,train,train,val,val,test,train,train,train,train,train,train,val,test,test,train,train,train,val,train,train,train,train,test
ds2_152,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_152.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_152.tif,abnormal,124,train,test,train,train,train,test,val,train,train,val,train,train,train,test,train,test,train,train,val,train,train,train,train,train,test
ds2_153,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_153.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_153.tif,normal,153,test,val,val,val,train,train,train,test,train,train,train,train,train,test,val,train,train,train,train,test,train,test,train,train,train
ds2_154,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_154.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_154.tif,abnormal,109,train,train,train,test,train,train,train,train,test,val,train,val,train,test,train,train,test,train,val,train,train,train,test,val,train
ds2_155,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_155.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_155.tif,abnormal,120,train,test,train,train,train,train,val,train,train,test,train,test,train,train,val,train,train,train,test,train,train,val,train,train,test
ds2_156,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_156.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_156.tif,abnormal,133,train,train,test,train,train,train,val,train,test,train,train,train,test,train,val,train,test,train,train,val,train,val,train,train,test
ds2_157,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_157.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_157.tif,abnormal,149,train,test,val,train,train,train,train,test,train,train,val,train,train,test,train,train,test,train,train,train,val,test,train,train,train
ds2_158,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_158.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_158.tif,abnormal,122,train,train,test,train,train,train,test,train,train,train,train,val,test,train,val,val,train,val,train,test,train,train,train,test,train
ds2_159,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_159.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_159.tif,normal,141,train,train,test,train,train,test,train,train,train,train,test,train,train,val,val,train,test,train,train,val,test,train,train,train,train
ds2_160,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_160.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_160.tif,abnormal,127,train,train,test,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,test,train,train,test,train,val,train
ds2_161,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_161.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_161.tif,normal,122,train,train,test,train,train,test,train,train,val,train,train,test,val,train,train,test,train,train,train,train,test,train,train,train,train
ds2_162,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_162.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_162.tif,normal,140,train,test,val,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,test,train,val,train,train,test
ds2_163,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_163.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_163.tif,normal,138,train,test,train,train,train,train,val,test,train,val,val,test,train,train,val,test,val,train,val,train,train,train,test,val,train
ds2_164,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_164.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_164.tif,abnormal,140,train,train,test,train,train,val,test,train,val,val,train,test,train,train,val,train,train,test,train,train,test,train,train,train,train
ds2_165,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_165.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_165.tif,abnormal,138,val,train,val,test,train,train,test,train,train,train,train,train,train,test,train,test,train,train,train,train,test,train,train,train,train
ds2_166,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_166.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_166.tif,abnormal,107,train,test,train,train,val,val,train,test,val,train,train,val,train,test,train,train,test,train,train,val,train,train,train,train,test
ds2_167,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_167.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_167.tif,abnormal,134,train,train,train,train,test,val,train,test,train,train,test,train,train,val,train,train,train,test,val,train,test,train,train,val,train
ds2_168,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_168.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_168.tif,abnormal,143,train,val,train,train,test,val,val,train,val,test,test,train,val,val,train,test,val,train,val,train,test,val,train,train,train
ds2_169,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_169.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_169.tif,abnormal,145,train,train,train,train,test,train,train,train,test,train,train,val,train,test,train,train,train,test,train,train,val,test,val,train,train
ds2_170,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_170.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_170.tif,abnormal,140,test,train,val,train,train,train,val,test,train,train,test,val,train,train,train,train,val,test,train,train,train,val,train,train,test
ds2_171,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_171.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_171.tif,abnormal,140,train,train,train,train,test,train,train,test,train,train,test,train,train,val,val,test,train,train,train,train,train,train,test,val,train
ds2_172,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_172.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_172.tif,abnormal,136,train,train,train,test,val,test,train,train,train,train,train,train,train,test,train,val,test,train,train,train,train,train,train,val,test
ds2_173,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_173.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_173.tif,abnormal,140,train,train,train,test,train,train,train,train,test,train,val,train,train,train,test,train,train,train,val,test,train,train,val,test,val
ds2_174,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_174.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_174.tif,abnormal,146,train,train,train,train,test,train,train,test,train,train,train,test,train,train,train,val,train,test,train,train,test,train,train,train,train
ds2_175,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_175.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_175.tif,abnormal,142,train,train,val,train,test,test,train,train,train,train,test,train,val,train,train,train,train,train,test,train,test,train,val,train,train
ds2_176,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_176.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_176.tif,abnormal,145,train,val,val,test,train,train,train,test,train,train,test,train,train,train,train,val,train,train,val,test,train,train,test,train,val
ds2_177,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_177.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_177.tif,abnormal,140,test,train,train,train,train,val,test,val,val,val,test,train,train,train,train,train,train,test,train,train,train,train,test,train,train
ds2_178,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_178.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_178.tif,normal,153,val,train,test,val,train,train,train,test,train,train,train,train,test,train,train,train,train,test,train,train,train,train,test,train,train
ds2_179,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_179.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_179.tif,abnormal,143,train,train,train,train,test,train,train,test,val,train,train,train,test,train,val,train,train,test,train,train,test,train,val,val,train
ds2_180,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_180.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_180.tif,abnormal,114,train,train,test,val,train,test,train,train,train,val,train,train,train,train,test,train,test,train,train,train,train,train,test,train,train
ds2_181,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_181.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_181.tif,abnormal,129,train,train,val,test,train,train,train,train,train,test,test,val,train,train,train,val,val,train,test,train,test,train,train,train,train
ds2_182,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_182.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_182.tif,normal,153,train,train,val,test,train,train,test,val,train,train,train,train,val,val,test,val,test,train,train,train,train,test,train,train,train
ds2_183,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_183.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_183.tif,abnormal,143,train,test,train,train,train,train,train,train,test,train,val,train,test,train,val,test,train,train,val,val,train,train,train,test,train
ds2_184,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_184.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_184.tif,abnormal,139,val,train,test,train,val,train,train,test,train,train,train,train,val,test,train,test,val,train,val,val,train,train,test,train,train
ds2_185,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_185.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_185.tif,abnormal,148,val,train,val,train,test,train,train,test,train,train,train,train,train,test,train,val,train,train,train,test,train,train,test,train,train
ds2_186,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_186.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_186.tif,abnormal,139,test,train,val,val,train,train,val,train,test,train,val,train,train,val,test,train,val,train,test,val,test,train,train,train,val
ds2_187,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_187.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_187.tif,abnormal,117,train,train,train,train,test,train,train,test,train,train,train,train,val,train,test,train,test,train,train,train,train,test,train,train,train
ds2_188,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_188.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_188.tif,normal,153,train,train,train,test,train,test,val,val,train,train,test,train,train,train,train,train,train,val,train,test,train,test,train,train,train
ds2_189,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_189.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_189.tif,abnormal,143,train,test,train,train,train,train,train,val,test,train,train,train,test,train,train,train,train,val,train,test,test,train,train,train,train
ds2_190,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_190.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_190.tif,abnormal,143,train,test,val,train,val,train,train,train,train,test,train,train,val,train,test,test,train,train,train,train,train,train,test,train,train
ds2_191,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_191.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_191.tif,abnormal,139,train,train,train,test,train,train,val,train,val,test,val,train,train,test,val,test,train,train,train,train,test,train,train,train,train
ds2_192,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_192.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_192.tif,abnormal,122,train,train,train,test,train,val,test,val,train,train,train,val,train,test,train,train,train,test,train,val,train,val,train,val,test
ds2_193,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_193.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_193.tif,abnormal,140,train,train,val,train,test,train,train,val,train,test,train,val,test,val,train,train,test,train,train,train,train,train,test,train,train
ds2_194,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_194.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_194.tif,abnormal,124,train,test,val,train,train,val,train,test,train,train,test,train,train,train,val,val,train,train,test,train,train,train,test,val,val
ds2_195,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_195.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_195.tif,abnormal,148,val,train,test,train,train,train,test,train,val,train,train,train,val,train,test,train,test,val,train,val,train,train,train,train,test
ds2_196,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_196.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_196.tif,abnormal,123,test,val,train,train,train,train,train,test,train,val,test,train,train,val,train,train,test,train,train,train,train,train,train,test,train
ds2_197,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_197.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_197.tif,abnormal,150,train,train,train,test,train,test,train,train,train,val,train,train,test,train,train,test,train,train,train,train,test,train,train,train,train
ds2_198,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_198.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_198.tif,abnormal,138,train,train,test,val,train,train,test,train,val,val,test,train,train,train,train,test,val,train,train,train,train,test,train,train,train
ds2_199,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_199.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_199.tif,normal,145,val,train,train,train,test,train,train,train,test,train,val,train,train,val,test,train,train,train,test,train,test,train,train,train,train
ds2_200,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_200.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_200.tif,abnormal,151,train,val,test,train,train,train,train,val,test,train,train,val,train,train,test,val,train,train,test,val,val,train,train,test,train
ds2_201,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_201.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_201.tif,abnormal,127,train,train,train,val,test,train,train,train,train,test,train,train,val,test,train,train,train,test,train,val,train,test,train,train,train
ds2_202,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_202.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_202.tif,abnormal,139,train,train,test,train,train,train,test,train,train,train,train,train,train,train,test,val,train,train,train,test,test,train,train,train,train
ds2_203,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_203.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_203.tif,normal,153,test,train,val,train,train,test,train,train,train,train,val,test,train,train,train,train,test,train,train,train,test,train,train,train,train
ds2_204,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_204.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_204.tif,normal,145,train,train,test,train,val,val,test,val,train,val,train,train,train,test,val,val,train,train,test,train,test,train,train,val,train
ds2_205,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_205.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_205.tif,abnormal,139,train,train,train,test,train,val,train,test,train,train,val,train,val,val,test,train,val,train,train,test,train,train,train,test,train
ds2_206,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_206.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_206.tif,abnormal,141,val,train,train,test,train,train,test,train,train,train,train,train,train,test,val,train,train,test,train,train,train,test,train,train,train
ds2_207,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_207.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_207.tif,abnormal,140,train,train,train,val,test,test,train,train,train,train,test,train,val,train,train,train,train,train,test,train,train,train,test,val,train
ds2_208,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_208.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_208.tif,abnormal,139,test,train,train,train,val,train,train,train,train,test,train,train,train,test,train,train,train,train,test,train,train,val,test,train,train
ds2_209,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_209.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_209.tif,abnormal,128,train,test,train,train,train,val,train,train,train,test,test,val,train,val,train,test,train,val,train,val,val,train,val,train,test
ds2_210,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_210.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_210.tif,abnormal,135,train,val,train,train,test,train,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,val,train,train,test
ds2_211,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_211.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_211.tif,normal,153,test,train,train,train,train,val,test,val,train,val,train,train,val,test,train,train,train,val,train,test,train,train,test,train,train
ds2_212,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_212.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_212.tif,abnormal,123,train,train,train,test,train,train,train,test,train,train,test,train,train,train,train,train,train,train,test,train,test,train,val,train,val
ds2_213,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_213.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_213.tif,normal,153,train,val,test,train,train,train,train,test,train,val,train,test,train,val,train,train,train,test,val,train,train,train,train,train,test
ds2_214,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds2_214.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds2_214.tif,normal,149,train,val,train,test,train,test,train,train,train,train,train,train,test,train,val,test,train,train,train,train,train,train,train,test,train
